1	1
2	2
3	3
4	4
5	5
6	6
7	6
8	6
9	7
10	8
11	9
12	10
13	11
14	12
15	13
16	14
17	15
18	16
19	17
20	18
21	19
22	20
23	21
24	22
25	23
26	24
27	25
28	26
29	26
30	27
31	28
32	29
33	30
34	30
35	31
36	32
37	32
38	33
39	34
40	34
41	35
42	36
43	36
44	37
45	37
46	38
47	38
48	39
49	40
50	41
51	41
52	41
53	42
54	42
55	42
56	43
57	43
58	44
59	45
60	45
61	45
62	45
63	46
64	46
65	47
66	48
67	48
68	48
69	49
70	50
71	51
72	51
73	51
74	51
75	51
76	51
77	52
78	52
79	53
80	53
81	53
82	53
83	53
84	53
85	53
86	53
87	53
88	53
89	53
90	53
91	53
92	53
93	53
94	53
95	54
96	55
97	56
98	56
99	56
100	56
101	57
102	57
103	57
104	57
105	58
106	58
107	58
108	58
109	58
110	58
111	58
112	57
113	57
114	57
115	56
116	57
117	57
118	56
119	56
120	56
121	55
122	56
123	56
124	55
125	55
126	56
127	56
128	56
129	57
130	58
131	59
132	59
133	59
134	60
135	60
136	60
137	60
138	60
139	60
140	59
141	60
142	61
143	61
144	60
145	59
146	58
147	58
148	59
149	58
150	57
151	56
152	55
153	54
154	53
155	52
156	52
157	53
158	53
159	53
160	52
161	53
162	53
163	52
164	52
165	52
166	51
167	51
168	52
169	52
170	53
171	53
172	54
173	55
174	55
175	55
176	55
177	54
178	53
179	54
180	54
181	54
182	53
183	54
184	53
185	54
186	55
187	55
188	55
189	54
190	53
191	54
192	54
193	53
194	52
195	53
196	53
197	52
198	53
199	53
200	52
201	53
202	53
203	54
204	55
205	56
206	56
207	57
208	57
209	57
210	58
211	58
212	58
213	57
214	56
215	56
216	56
217	55
218	54
219	53
220	52
221	52
222	51
223	50
224	49
225	48
226	47
227	48
228	49
229	50
230	50
231	50
232	50
233	49
234	48
235	49
236	50
237	50
238	49
239	50
240	50
241	51
242	51
243	50
244	49
245	49
246	50
247	49
248	50
249	50
250	49
251	50
252	50
253	50
254	49
255	48
256	49
257	50
258	50
259	49
260	50
261	50
262	51
263	51
264	50
265	49
266	50
267	50
268	49
269	50
270	50
271	51
272	51
273	50
274	50
275	49
276	48
277	49
278	50
279	50
280	49
281	50
282	51
283	51
284	51
285	51
286	52
287	51
288	50
289	51
290	51
291	52
292	52
293	51
294	51
295	50
296	49
297	49
298	48
299	47
300	48
301	49
302	50
303	50
304	49
305	50
306	50
307	51
308	51
309	50
310	50
311	49
312	48
313	49
314	50
315	50
316	50
317	49
318	48
319	49
320	50
321	51
322	51
323	51
324	52
325	52
326	51
327	51
328	50
329	50
330	49
331	48
332	47
333	48
334	48
335	47
336	48
337	49
338	50
339	50
340	49
341	50
342	50
343	49
344	49
345	48
346	49
347	50
348	50
349	49
350	50
351	50
352	49
353	50
354	50
355	51
356	51
357	52
358	52
359	51
360	50
361	49
362	50
363	50
364	49
365	50
366	50
367	49
368	50
369	51
370	51
371	51
372	50
373	49
374	50
375	50
376	49
377	50
378	50
379	49
380	50
381	50
382	50
383	49
384	50
385	51
386	52
387	52
388	53
389	53
390	54
391	54
392	54
393	54
394	55
395	56
396	56
397	57
398	57
399	56
400	55
401	54
402	53
403	54
404	54
405	53
406	52
407	51
408	52
409	52
410	51
411	50
412	49
413	50
414	50
415	49
416	49
417	48
418	49
419	50
420	51
421	51
422	51
423	51
424	52
425	52
426	53
427	52
428	53
429	53
430	54
431	54
432	54
433	55
434	55
435	54
436	53
437	54
438	55
439	55
440	54
441	53
442	52
443	53
444	53
445	52
446	53
447	53
448	52
449	51
450	50
451	50
452	50
453	49
454	48
455	47
456	48
457	49
458	49
459	48
460	49
461	50
462	50
463	49
464	50
465	50
466	50
467	51
468	50
469	49
470	50
471	51
472	51
473	52
474	52
475	52
476	51
477	50
478	49
479	50
480	50
481	51
482	51
483	51
484	50
485	50
486	49
487	48
488	47
489	48
490	49
491	50
492	50
493	49
494	50
495	50
496	49
497	49
498	50
499	49
500	50
501	50
502	49
503	50
504	50
505	50
506	50
507	49
508	50
509	50
510	49
511	50
512	49
513	48
514	49
515	50
516	51
517	51
518	51
519	50
520	49
521	49
522	48
523	48
524	47
525	48
526	49
527	50
528	50
529	49
530	50
531	50
532	49
533	50
534	50
535	49
536	50
537	50
538	49
539	50
540	50
541	49
542	50
543	50
544	50
545	49
546	48
547	49
548	49
549	48
550	49
551	50
552	50
553	50
554	49
555	48
556	49
557	49
558	48
559	49
560	50
561	50
562	49
563	50
564	50
565	49
566	49
