1	50
2	50
3	50
4	50
5	50
6	50
7	49
8	48
9	48
10	48
11	48
12	48
13	48
14	48
15	48
16	48
17	48
18	48
19	48
20	48
21	48
22	48
23	48
24	48
25	48
26	48
27	48
28	48
29	47
30	47
31	47
32	47
33	47
34	46
35	46
36	46
37	45
38	45
39	45
40	44
41	44
42	44
43	43
44	43
45	42
46	42
47	41
48	41
49	41
50	41
51	40
52	39
53	39
54	38
55	37
56	37
57	36
58	36
59	36
60	35
61	34
62	33
63	33
64	32
65	32
66	32
67	31
68	30
69	30
70	30
71	30
72	29
73	28
74	28
75	27
76	27
77	27
78	26
79	26
80	25
81	24
82	24
83	23
84	23
85	22
86	22
87	21
88	21
89	20
90	20
91	19
92	18
93	18
94	17
95	17
96	17
97	17
98	16
99	15
100	15
101	15
102	14
103	13
104	13
105	13
106	12
107	11
108	10
109	10
110	10
111	9
112	10
113	10
114	9
115	10
116	10
117	9
118	10
119	10
120	9
121	10
122	10
123	9
124	10
125	10
126	10
127	9
128	8
129	8
130	8
131	8
132	7
133	6
134	6
135	5
136	4
137	3
138	2
139	1
140	2
141	2
142	2
143	1
144	2
145	3
146	4
147	3
148	3
149	4
150	5
151	6
152	7
153	8
154	9
155	10
156	10
157	10
158	10
159	9
160	10
161	10
162	9
163	10
164	10
165	9
166	10
167	10
168	10
169	9
170	9
171	8
172	8
173	8
174	7
175	6
176	5
177	6
178	7
179	7
180	6
181	5
182	6
183	6
184	7
185	7
186	7
187	6
188	5
189	6
190	7
191	7
192	6
193	7
194	8
195	8
196	7
197	8
198	8
199	7
200	8
201	8
202	7
203	7
204	7
205	7
206	6
207	6
208	5
209	4
210	4
211	3
212	2
213	3
214	4
215	3
216	2
217	3
218	4
219	5
220	6
221	5
222	6
223	7
224	8
225	9
226	10
227	10
228	10
229	10
230	10
231	9
232	8
233	9
234	10
235	10
236	10
237	9
238	10
239	10
240	9
241	9
242	8
243	9
244	10
245	9
246	9
247	10
248	10
249	9
250	10
251	10
252	9
253	8
254	9
255	10
256	10
257	10
258	9
259	10
260	10
261	9
262	9
263	8
264	9
265	10
266	10
267	9
268	10
269	10
270	9
271	9
272	8
273	9
274	8
275	9
276	10
277	10
278	10
279	9
280	10
281	10
282	10
283	9
284	8
285	7
286	7
287	8
288	9
289	9
290	8
291	8
292	7
293	8
294	7
295	8
296	9
297	8
298	9
299	10
300	10
301	10
302	10
303	9
304	10
